 ROA(C) before interest and depreciation before interest, Operating Expense Rate, Long-term Liability to Current Assets, Inventory/Current Liability, Total expense/Assets, Long-term fund suitability ratio (A), Inventory Turnover Rate (times), Current Asset Turnover Rate, Revenue per person, Research and development expense rate, Current Ratio, Tax rate (A), Total Asset Growth Rate, Revenue Per Share (Yuan ¥), Current Liabilities/Liability, Fixed Assets Turnover Frequency, Interest-bearing debt interest rate, Allocation rate per person, Total assets to GNP price, Contingent liabilities/Net worth, Total debt/Total net worth, Operating Gross Margin, Cash flow rate, Average Collection Days, Degree of Financial Leverage (DFL), Accounts Receivable Turnover, Net Value Growth Rate, Realized Sales Gross Profit Growth Rate,Cluster,Bankrupt?,Index
-0.49238974641098004,-0.7101594456545545,-0.12132834553270042,-0.21385047409409907,-0.186014803653409,-0.732098581030471,1.223530181716161,-0.47088020950925535,-1.148838269459515,0.5184999574198408,-0.9027358308907399,-1.0453461876003374,0.42658157784111084,-0.8408916731742868,-0.39933209291098043,2.1211910876772238,-0.18445451009884153,-0.3105984979884106,-0.4026243556143671,-0.4914224272096703,-0.1946677174855965,0.17056770031436094,-0.03189643725000497,0.8021126948727292,3.6253745895179006,-0.2231390898109099,-0.16332794832120012,-0.08702767844647755,2,0,7
0.12777612087219464,-0.7101702260864688,-0.1299130915017188,-0.1719715851002749,-1.019840921860344,-0.6779717690826981,1.2142764664971908,-0.4708569877635279,-0.7460353708072638,0.5988351846271902,-0.46537586974281425,0.6454724552582964,0.4916440606662266,-0.6087941441298083,-0.3667733737516725,2.1132467056265996,-0.18548232671928752,0.21942884295025236,-0.2346678250813568,1.1632929668777647,-0.48228412236724505,0.31361379633058634,0.33126948878134754,0.2286378560335392,-0.0896902027483083,-0.189319533510147,-0.10893966379810899,-0.05169780194135843,2,0,8
-0.515354615908602,-0.7101679424687586,-0.24426964697400916,-0.00690555470829806,-0.8886150279041857,-0.7442203887053915,1.175990424994769,-0.4708285511865376,-0.8986450750944127,1.0149272304855421,-0.46250395234892044,-1.0453461876003374,0.4239058991193759,-0.923301433051769,0.9585140208150893,2.1208484901914044,-0.18584029945126337,0.027205782840089596,-0.2222002640934688,-0.4914224272096703,-0.45635123908842734,-0.3778934800617867,-0.2652133792129546,-0.5673365485933954,3.6253745895179006,-0.025503592547453994,-0.1597134400059372,-0.07805709549368148,2,0,10
1.1341170464070356,1.3793071666871333,0.21606047228372527,-0.2759250446893266,-2.017002077299456,-0.8883214607312387,-0.8621126880329806,-0.47083679215362634,0.785486886442104,0.39798579198902245,-0.8614536396149826,-0.6861259027854503,-2.414265780345951,-0.5354282236850958,-1.0978085721614168,2.118605382799877,-0.18208800123681146,4.744132250539104,4.866433782014711,-0.4914224272096703,-0.08648247215616628,0.8633512139056376,0.3319458247296889,-0.32296099672466233,-0.06286908278039695,-0.11076594408541174,0.22541430641829155,0.12172996340364829,2,0,18
-1.2247786272639674,-0.7100803364636084,-0.2570171140307459,-0.18708384071712786,1.4203352017095918,-0.8234511707625387,1.1831989759230848,-0.47084487331150837,-0.9154192112619686,0.7580641163163582,-1.0121384864592105,-1.0453461876003374,0.29984269606627184,-0.9508956947398165,0.5538328980529367,2.1210676122874847,-0.1816112261181553,-0.049245929409306784,-0.3815952657954697,0.33651346986883013,0.1263872674113952,0.5763162496709492,-0.3524505918013166,1.035283422659716,-0.21427338440091992,-0.2316848002909375,-0.2418570982555968,-0.10804561937489326,2,0,20
-0.4947662352876856,-0.7101593662080735,-0.08415311355430849,-0.1611291128265193,0.4210819076901177,-0.8668828460389397,1.0619688726556111,-0.47085374931138646,-0.7396333274178628,0.9371222974105926,-0.9620836037571175,-1.0453461876003374,0.35642788792259666,-0.9812272699882554,-0.2942187654879302,2.12057164709849,-0.18305092631440595,0.2607197285944917,-0.3852924682135215,-0.4914224272096703,0.515195943061812,-0.22601721424690105,-0.3751934715922278,0.14607586735524983,3.6253745895179006,-0.182019481215158,-0.19384787395262124,0.2063587507043311,2,0,25
-0.6149304029486337,1.4218093452399576,0.5554624747072185,-0.150099962849706,-0.750510781213564,-0.8411869033981944,1.2175965442224914,-0.4708322542424322,-0.8720343038028977,-1.2034841357927375,-0.5066993260897361,-1.0453461876003374,0.24348931538045143,-0.9542540019771573,-1.696620054473669,2.1190597344916564,-0.18413337403773045,0.708232150855706,-0.2565863435469808,-0.4914224272096703,1.2135464337950286,-1.6411793413972173,-0.09539411919751233,0.002061356493893093,-0.1679387549222516,-0.16652084867664269,-0.33833151332619354,-0.43169704867098785,2,0,30
-0.03827961945672842,-0.7101318602476392,0.07752427303433433,-0.21283191186242628,-0.18395485122956318,-0.8557660145755545,1.2094640723909917,-0.4708225174712983,-1.1003964964424986,-1.2034730074705378,-0.8424545964825112,-1.0453461876003374,0.5558860943479129,-1.1067279746606864,-0.7854737824354678,2.119258401112399,-0.18361963037300233,0.2416374509797414,-0.38466179129166267,-0.4914224272096703,0.15175832186498842,0.45631521905269007,-0.26618452388919583,0.7768522770085445,1.469463038632275,-0.2222238113563512,-0.019727171815392252,0.16076766672829493,2,0,32
-0.16584948784935705,-0.7101762005797546,0.7436428156777674,-0.12663250120829336,-1.39147042215584,-0.5715988126540545,-0.862115884948873,2.126935843120574,-0.7324215847295393,-1.2034841357927375,-0.9088681938933743,-1.0453461876003374,0.5844729280776295,-0.7778536004987264,-1.928827124720303,2.12079853286296,-0.18172124397677122,0.3073121499763866,4.433221297196017,0.9416146911799333,0.03274749848139712,-0.445772377748907,-0.19230650788108214,-0.5960717147261149,0.03496317606640787,-0.010201266545539768,-0.05810489065940204,-0.08125494953690725,2,0,40
-0.06881551494080179,-0.7101675973449878,0.47569934351288906,-0.21535819065286121,-0.6603681677404504,-0.9243978655428262,-0.8621159668890546,-0.4709204582099579,-0.29654225818195873,0.3598028677473059,-1.2919539298494824,-0.27401928347141774,0.5462129984617526,0.019241545900251945,-1.1765064377460974,2.1118141785226134,-0.18479402668835357,1.3090933792335597,-0.10065314525423977,-0.4914224272096703,0.976584864877951,-0.26360822743701107,-0.20657367355010656,-0.22399967313618474,0.1816141685520277,-0.1319472085303837,-0.14667000331293525,-0.08466784153789114,2,0,58
0.08012695966316274,-0.7101524361109394,-0.026335555881653483,-0.23448312536463872,-0.8082489588729542,-0.8469628758647435,-0.8621001198822804,-0.47085694824713636,-1.0752883722855182,-1.2034758802526235,0.07463304232875166,-1.0453461876003374,0.7112117825935322,-1.2102513912413835,-1.0366420405046648,2.119114353670475,-0.18410585260390017,0.4601749730603397,-0.2273348281693687,-0.4914224272096703,-0.6408515547068137,0.3828965417352813,-0.10257006081402832,-0.23877218662627556,-0.0880190750971885,-0.12922193081289354,-0.07464460969295511,1.7305455755839665,2,0,59
-1.60700183575092,-0.7090667457917037,0.33727326518124506,-0.28178524579278874,0.5303758083760258,-0.8367889979510565,-0.8621125787820275,-0.47000576192559523,-1.5554994977301424,-1.2031730997278933,-0.4108228568365761,-1.0453461876003374,-1.0223031819266908,-1.6204654834936554,-1.5573039217269158,2.1092034031427027,-0.18310595283267814,0.733058102956412,-0.3483813980976244,-0.4914224272096703,-0.4417280880246803,-1.6411793413972173,-1.136514225285136,-0.35341121980901347,-0.11955801959410028,-0.1029078342382804,-0.2762227308420741,-0.43169704867098785,2,0,78
-0.3414990216325919,-0.7101539496822802,-0.2704746963784728,-0.12750883741409524,-0.09545627785903292,-0.9249175357829517,1.17335468751733,-0.4708553719846978,-1.2650263505293133,0.9109645149820833,-1.1002087347317322,-1.0453461876003374,0.6961546789252098,0.34015832407795116,-0.12550313625535597,2.1209389965368843,-0.18096034787577733,-0.2974348280945619,-0.26394135825085074,-0.4914224272096703,0.43619494775308393,0.029387539220528933,-0.18279602905907283,0.06734372157312703,2.0153444961986824,-0.17381188980184806,0.5085148698118911,-0.0656826752264801,2,0,86
